,price_doc
22050,6500000
22051,13400000
22052,4300000
22053,6066060
22054,10500000
22055,6500000
22056,8100000
22057,13400000
22058,6750000
22059,8000000
22060,6585626
22061,6822600
22062,12400000
22063,6150000
22064,8500000
22065,7884810
22066,7402800
22067,7589380
22068,9500000
22069,14000000
22070,9574906
22071,5596675
22072,9150000
22073,59024824
22074,3163950
22075,18405400
22076,13500000
22077,15550000
22078,8500000
22079,6550000
22080,8398901
22081,5700000
22082,5300000
22083,11213650
22084,7650000
22085,4800000
22086,4800000
22087,6800000
22088,990000
22089,3890250
22090,4631820
22091,5929795
22092,2201706
22093,9700000
22094,5600000
22095,9600000
22096,12200000
22097,3121872
22098,8061512
22099,4513372
22100,20500000
22101,6500000
22102,8000000
22103,17500000
22104,5204745
22105,6250000
22106,3814005
22107,8485100
22108,5920000
22109,4310000
22110,5237542
22111,6400000
22112,27001900
22113,17600000
22114,8269800
22115,9204800
22116,5955300
22117,8401000
22118,2000000
22119,13204200
22120,12033023
22121,19300000
22122,6800000
22123,2199436
22124,4547708
22125,6700000
22126,6600000
22127,1200000
22128,8850000
22129,8100000
22130,4880000
22131,6087300
22132,4583436
22133,1000000
22134,5974506
22135,5123357
22136,6450000
22137,13000000
22138,9000000
22139,5100000
22140,12700000
22141,5171940
22142,5450000
22143,6380000
22144,5700000
22145,8350000
22146,5650000
22147,2100000
22148,12000000
22149,12500000
22150,8000000
22151,5250000
22152,5000000
22153,11800000
22154,5877000
22155,7250000
22156,4800000
22157,3000000
22158,7047839
22159,9850000
22160,6300000
22161,3828217
22162,20638994
22163,995000
22164,11200000
22165,7000000
22166,7314243
22167,5463466
22168,4207000
22169,7450000
22170,5473469
22171,6256186
22172,6100000
22173,5950000
22174,18800000
22175,9100000
22176,6592000
22177,15134236
22178,9100000
22179,12500000
22180,3000000
22181,6750000
22182,5700000
22183,8000000
22184,6950000
22185,9400000
22186,14900000
22187,5850000
22188,4700000
22189,7365080
22190,6000000
22191,3840000
22192,8500000
22193,10500000
22194,5990000
22195,10800000
22196,13250000
22197,11800000
22198,8150000
22199,7935907
22200,9500000
22201,5000000
22202,4250000
22203,6421950
22204,10925000
22205,2000000
22206,4641252
22207,8485100
22208,12400000
22209,7500000
22210,8000000
22211,6600000
22212,6850000
22213,4951147
22214,11000000
22215,3045906
22216,14900000
22217,2170303
22218,6700000
22219,9425000
22220,6620000
22221,8700000
22222,6500000
22223,6250000
22224,6100000
22225,7822797
22226,5300000
22227,4000000
22228,7168755
22229,8130000
22230,5015000
22231,8300000
22232,11700000
22233,4395300
22234,14750000
22235,7845360
22236,6200000
22237,7100000
22238,6835530
22239,14800000
22240,15000000
22241,4084800
22242,7900000
22243,10270000
22244,5544988
22245,6329087
22246,12964408
22247,7800000
22248,6000000
22249,3519703
22250,7500000
22251,2795473
22252,8797000
22253,12900000
22254,10300000
22255,10400000
22256,7850000
22257,8400000
22258,2987151
22259,5482109
22260,3582041
22261,1000000
22262,3318000
22263,6700000
22264,6169295
22265,2199436
22266,7000000
22267,6592000
22268,7250000
22269,4740000
22270,8020375
22271,5500000
22272,1000000
22273,8550000
22274,8000000
22275,6700000
22276,7100000
22277,12546280
22278,7100000
22279,6400000
22280,3535520
22281,12700000
22282,10650000
22283,13200000
22284,6500000
22285,4515000
22286,5600000
22287,3000000
22288,4440557
22289,8150950
22290,6592000
22291,6007797
22292,8750000
22293,7419500
22294,7400000
22295,8100000
22296,1715200
22297,5228286
22298,11000000
22299,2143234
22300,4537394
22301,6620130
22302,1000000
22303,22085448
22304,4209700
22305,6512400
22306,3944429
22307,5877000
22308,8813112
22309,14500000
22310,3561990
22311,2000000
22312,990000
22313,7660706
22314,11000000
22315,5748950
22316,2365128
22317,5666763
22318,13038850
22319,9239506
22320,14500000
22321,5200000
22322,4345770
22323,12992090
22324,8500000
22325,4560765
22326,10250000
22327,4800000
22328,3000000
22329,5283050
22330,10070000
22331,5809582
22332,6592000
22333,6249100
22334,13200000
22335,25038912
22336,8500000
22337,8752470
22338,7263300
22339,15385529
22340,7263300
22341,8193915
22342,7632116
22343,8400000
22344,5100000
22345,6300000
22346,6800000
22347,10500000
22348,10250000
22349,990000
22350,6800000
22351,5800000
22352,7600000
22353,4000000
22354,7330398
22355,10000000
22356,3135125
22357,4500000
22358,10500000
22359,13600000
22360,9000000
22361,5400000
22362,5300000
22363,3160166
22364,6396300
22365,4700000
22366,3000000
22367,7500000
22368,10200000
22369,990000
22370,11187576
22371,1500000
22372,3823318
22373,8134391
22374,11800000
22375,12200000
22376,9550000
22377,6650000
22378,1000000
22379,4800000
22380,6000000
22381,22500000
22382,17350000
22383,5193058
22384,21468610
22385,9159212
22386,9250000
22387,6650000
22388,5400000
22389,10883900
22390,7600000
22391,6300000
22392,12000000
22393,16000000
22394,3000000
22395,8600000
22396,5800000
22397,7900000
22398,10200000
22399,7000000
22400,6000000
22401,2500000
22402,13153710
22403,6993600
22404,12450000
22405,5512400
22406,10007250
22407,10500000
22408,20400000
22409,5000000
22410,5342000
22411,4850000
22412,14923206
22413,4900000
22414,4034037
22415,9150000
22416,5900000
22417,5600000
22418,14600000
22419,8500000
22420,7416530
22421,6900000
22422,8104263
22423,13200000
22424,6950000
22425,4371459
22426,4419192
22427,12000000
22428,12500000
22429,7400000
22430,6900000
22431,4602880
22432,8500000
22433,11904651
22434,2000000
22435,4034112
22436,17100000
22437,7900000
22438,9083032
22439,15000000
22440,11122750
22441,5682320
22442,6087300
22443,6450000
22444,5701240
22445,9757178
22446,21307664
22447,3200000
22448,9159212
22449,9200000
22450,5000000
22451,3003750
22452,7100000
22453,7000760
22454,5533584
22455,7013160
22456,4740000
22457,5538480
22458,6546750
22459,7200000
22460,7080000
22461,6150000
22462,10982495
22463,14500000
22464,6450000
22465,6400000
22466,2205352
22467,6050000
22468,3273560
22469,3468416
22470,9942600
22471,9000000
22472,10000000
22473,7000000
22474,11112610
22475,5700000
22476,6272027
22477,6100000
22478,11729199
22479,3500000
22480,5700000
22481,6671450
22482,4637500
22483,5700000
22484,6400000
22485,4494000
22486,7900000
22487,7438614
22488,5129088
22489,8500000
22490,9571857
22491,6900000
22492,8400000
22493,21397230
22494,6852768
22495,3205282
22496,1100000
22497,7682644
22498,4939157
22499,10200000
22500,9469954
22501,5454795
22502,7700000
22503,3000000
22504,10200000
22505,4517245
22506,6912000
22507,7900000
22508,5090650
22509,9638376
22510,5147642
22511,33500000
22512,7150000
22513,3886607
22514,8500000
22515,7761600
22516,7300000
22517,7900000
22518,3000000
22519,11500000
22520,3423615
22521,6850000
22522,9500000
22523,4950000
22524,12800000
22525,2000000
22526,6300000
22527,7700000
22528,2987151
22529,6500000
22530,9350000
22531,6691326
22532,19000000
22533,13600000
22534,11213650
22535,1300000
22536,5877000
22537,10300000
22538,4100000
22539,5959423
22540,7203735
22541,8200000
22542,6400000
22543,6750000
22544,7200000
22545,9300000
22546,1920412
22547,1100000
22548,8232500
22549,7500000
22550,4772040
22551,8045400
22552,4684993
22553,2600000
22554,4431040
22555,7700000
22556,5531900
22557,7056120
22558,5500000
22559,5056506
22560,7500000
22561,16880930
22562,6000000
22563,7700000
22564,7500000
22565,8055810
22566,5700000
22567,3000000
22568,8000000
22569,5600000
22570,5654040
22571,4921000
22572,7297950
22573,7000000
22574,8050000
22575,4583436
22576,2767177
22577,11822340
22578,3600000
22579,11125983
22580,1000000
22581,5400000
22582,5803268
22583,14000000
22584,19305150
22585,7000000
22586,17500000
22587,8200000
22588,4900000
22589,6000000
22590,6440560
22591,3151819
22592,2250000
22593,13500000
22594,8200000
22595,7402800
22596,3043800
22597,4671536
22598,14827600
22599,3164585
22600,8500000
22601,7650000
22602,9400000
22603,9197256
22604,7800000
22605,9081000
22606,6487854
22607,12700000
22608,5360745
22609,6087300
22610,1500000
22611,6555970
22612,11700000
22613,8400000
22614,1000000
22615,5500000
22616,9900000
22617,9000000
22618,26233930
22619,11548717
22620,5950000
22621,5529980
22622,5250000
22623,9275000
22624,10300000
22625,12300000
22626,6247800
22627,1200000
22628,11000000
22629,14500000
22630,8000000
22631,10000000
22632,9000000
22633,7000000
22634,7650000
22635,2990000
22636,4550000
22637,8100000
22638,22400000
22639,4389000
22640,3039200
22641,6700000
22642,9200000
22643,6000000
22644,14100000
22645,6800000
22646,7845855
22647,4500000
22648,7200000
22649,5225800
22650,7402800
22651,5625900
22652,5450000
22653,13650000
22654,8750000
22655,12300000
22656,1000000
22657,15157589
22658,2000000
22659,4203690
22660,7200000
22661,6396300
22662,11300000
22663,8500000
22664,23700000
22665,21500000
22666,1500000
22667,4997578
22668,6900000
22669,8732855
22670,2528400
22671,7650000
22672,2935219
22673,9000000
22674,6300000
22675,9750000
22676,9400000
22677,5684164
22678,2000000
22679,6400000
22680,4446269
22681,7500000
22682,5900000
22683,7450000
22684,6358050
22685,15000000
22686,7000000
22687,8900000
22688,5453557
22689,11900000
22690,4583436
22691,15800000
22692,15750000
22693,4833950
22694,55000000
22695,8350000
22696,14600000
22697,3308972
22698,6309487
22699,6500000
22700,7800000
22701,6641049
22702,6700000
22703,8700000
22704,6905120
22705,6200000
22706,6200000
22707,5630000
22708,4000000
22709,5775980
22710,8700000
22711,6200000
22712,8200000
22713,6004650
22714,9100000
22715,1000000
22716,13000000
22717,6500000
22718,6000000
22719,15000000
22720,5230000
22721,6800000
22722,4740000
22723,4731840
22724,6592000
22725,4403610
22726,7500000
22727,5500000
22728,7000000
22729,3164406
22730,12950000
22731,12207870
22732,6592000
22733,8166688
22734,6057462
22735,6856020
22736,10421465
22737,8700000
22738,9600000
22739,1000000
22740,8725000
22741,4620000
22742,7200000
22743,9662201
22744,6001649
22745,6744720
22746,5000550
22747,10000000
22748,5000550
22749,4740000
22750,5450000
22751,2000000
22752,14630000
22753,5125680
22754,5300000
22755,8000000
22756,7500000
22757,19800000
22758,6592000
22759,3000000
22760,2908763
22761,8038800
22762,3164585
22763,10000000
22764,6800000
22765,11700000
22766,3039200
22767,5900000
22768,22500000
22769,5900000
22770,9900000
22771,8900000
22772,12855217
22773,5650000
22774,8150000
22775,3519703
22776,9588369
22777,39551828
22778,61072000
22779,2000000
22780,8850000
22781,4736765
22782,1100000
22783,14400000
22784,6165063
22785,4725142
22786,6016645
22787,5277960
22788,6800000
22789,13600000
22790,5520000
22791,5100000
22792,4911956
22793,8500548
22794,6800000
22795,5591788
22796,12500000
22797,4829736
22798,3000000
22799,13135550
22800,12628791
22801,1000000
22802,7900000
22803,7170790
22804,8586239
22805,27000000
22806,4740000
22807,11224479
22808,1000000
22809,4940000
22810,8335494
22811,6050000
22812,7800000
22813,7314447
22814,4740000
22815,2170303
22816,2000000
22817,6800000
22818,15853410
22819,6156040
22820,6300000
22821,4500000
22822,5550000
22823,13729650
22824,4447224
22825,11100000
22826,8666300
22827,8400000
22828,6553524
22829,5800000
22830,5200000
22831,13022444
22832,6000000
22833,32000000
22834,5890000
22835,12800000
22836,5856681
22837,9550000
22838,7972200
22839,4192634
22840,4015222
22841,7570000
22842,7500000
22843,5500000
22844,11000000
22845,7500000
22846,9300000
22847,3899303
22848,12547940
22849,5700000
22850,42000000
22851,5950000
22852,4941720
22853,1100000
22854,6900000
22855,8600000
22856,9750000
22857,5200000
22858,2000000
22859,13000000
22860,2543300
22861,8703789
22862,9612391
22863,6270000
22864,28300000
22865,5850000
22866,7000000
22867,4934293
22868,7402800
22869,8600000
22870,6089733
22871,4740000
22872,5900000
22873,5700000
22874,6800000
22875,8470000
22876,6500000
22877,2199436
22878,1000000
22879,5848055
22880,14700000
22881,7850000
22882,4829736
22883,2000000
22884,9100000
22885,19800000
22886,7000000
22887,9700000
22888,2000000
22889,6300000
22890,11800000
22891,7500000
22892,9200000
22893,5500000
22894,7422030
22895,6300000
22896,9500000
22897,9642928
22898,13000000
22899,7086741
22900,5323512
22901,8945200
22902,8000000
22903,3181695
22904,9818563
22905,2000000
22906,10000000
22907,9000000
22908,9300000
22909,9300000
22910,8183876
22911,9349748
22912,24500000
22913,7500000
22914,4740000
22915,7400000
22916,7263300
22917,15500000
22918,7562000
22919,5045000
22920,7100000
22921,12408375
22922,6951195
22923,1000000
22924,8500000
22925,7200000
22926,3038922
22927,7263300
22928,6371796
22929,8200000
22930,5800000
22931,6800000
22932,7200004
22933,10332903
22934,1000000
22935,7081074
22936,11363397
22937,29632356
22938,7800000
22939,5600000
22940,3211391
22941,8250000
22942,3886607
22943,6375840
22944,16500000
22945,10700000
22946,12175798
22947,3300000
22948,9150000
22949,1050000
22950,9100000
22951,8550000
22952,8630820
22953,9849610
22954,8050000
22955,5830911
22956,2932870
22957,9000000
22958,5400000
22959,4900000
22960,4800000
22961,7850000
22962,10800000
22963,7000000
22964,7079077
22965,5400000
22966,11466118
22967,2000000
22968,5238769
22969,5600000
22970,2535876
22971,10000000
22972,5230000
22973,8500000
22974,8000000
22975,990000
22976,8000000
22977,7001645
22978,7700000
22979,3100000
22980,4438510
22981,8200000
22982,8200000
22983,9750000
22984,4494000
22985,16800000
22986,8700000
22987,5536201
22988,10300000
22989,8000000
22990,5700000
22991,5400000
22992,4247360
22993,9000000
22994,4819000
22995,31500000
22996,5876152
22997,5000000
22998,6375700
22999,8900000
23000,8700000
23001,5000000
23002,6100000
23003,7000000
23004,4819000
23005,6977460
23006,11180670
23007,1000000
23008,4424649
23009,8200000
23010,10500000
23011,6349400
23012,2000000
23013,3000000
23014,4864120
23015,7270000
23016,27000000
23017,11675775
23018,4000000
23019,5750771
23020,7200000
23021,5900000
23022,7800000
23023,5450000
23024,2000000
23025,12000000
23026,9526220
23027,6644427
23028,1000000
23029,7650000
23030,6600000
23031,7000000
23032,11523511
23033,3748680
23034,3200000
23035,4071778
23036,5818035
23037,15300000
23038,7500000
23039,7950000
23040,8800000
23041,15215700
23042,12140000
23043,6512400
23044,20079000
23045,8000000
23046,2293413
23047,5128110
23048,27259184
23049,14000000
23050,6100000
23051,16750000
23052,12200000
23053,6100000
23054,13006640
23055,7400000
23056,8333000
23057,3400000
23058,8000000
23059,2000000
23060,3000000
23061,7900000
23062,6200000
23063,5851153
23064,7225410
23065,8768220
23066,4200000
23067,7150000
23068,5277083
23069,6900000
23070,12500000
23071,6500000
23072,12700000
23073,6069971
23074,19753200
23075,6000000
23076,5548262
23077,9500000
23078,3176436
23079,5144000
23080,9204800
23081,2000000
23082,5925774
23083,5700000
23084,6557160
23085,5100000
23086,12350000
23087,12549923
23088,12550000
23089,14950000
23090,4997405
23091,6671450
23092,10200000
23093,7168134
23094,11550000
23095,6800000
23096,8000000
23097,1990000
23098,1000000
23099,5100000
23100,5410440
23101,11500000
23102,1555000
23103,5700000
23104,3550000
23105,9750000
23106,7875000
23107,2231970
23108,6300000
23109,10500000
23110,8000000
23111,6100000
23112,12750000
23113,2000000
23114,6400000
23115,5650000
23116,9128910
23117,9000000
23118,8200000
23119,8900000
23120,5000000
23121,7100000
23122,6900000
23123,8100000
23124,1000000
23125,6100000
23126,7000000
23127,8900000
23128,3285630
23129,5036850
23130,6200000
23131,4800000
23132,8500000
23133,7000000
23134,6542550
23135,19172900
23136,6829830
23137,7450000
23138,5970000
23139,5300000
23140,7250000
23141,2199436
23142,3202908
23143,6350000
23144,6500000
23145,9000000
23146,3237235
23147,6450000
23148,3943445
23149,6550000
23150,8225600
23151,9500000
23152,6800000
23153,13135550
23154,8252044
23155,6699664
23156,16300000
23157,10700000
23158,3535520
23159,5900000
23160,3164406
23161,8200000
23162,4914540
23163,16600000
23164,1000000
23165,1000000
23166,6700000
23167,8650000
23168,6400000
23169,5800000
23170,8100000
23171,7550000
23172,8800000
23173,8700000
23174,12500000
23175,8337118
23176,4576500
23177,11200000
23178,6500000
23179,5150000
23180,3003664
23181,7979480
23182,3581969
23183,10000000
23184,8450000
23185,3813607
23186,7562000
23187,6100000
23188,6200000
23189,10500000
23190,8700000
23191,7580000
23192,4572351
23193,3500000
23194,4650000
23195,10200000
23196,4500000
23197,6300000
23198,5850000
23199,6900000
23200,8400000
23201,3189861
23202,7519280
23203,7600000
23204,8492570
23205,5500000
23206,5300000
23207,5269768
23208,10000000
23209,5911237
23210,7600000
23211,7731612
23212,14534062
23213,4700000
23214,6450000
23215,15482884
23216,5900000
23217,3309831
23218,9500000
23219,3262070
23220,6581700
23221,4950000
23222,4050000
23223,8296203
23224,3450000
23225,10000000
23226,8170200
23227,8445450
23228,13452318
23229,6000000
23230,7080000
23231,5450000
23232,8200000
23233,1000000
23234,8361731
23235,4401743
23236,9300000
23237,6765000
23238,7700000
23239,4066500
23240,8700000
23241,11000000
23242,1500000
23243,7300000
23244,5400000
23245,8650000
23246,5535920
23247,7200000
23248,6896740
23249,4970475
23250,2000000
23251,7614600
23252,2279940
23253,2000000
23254,5615703
23255,4819000
23256,11400000
23257,4171096
23258,6644427
23259,3000000
23260,8300000
23261,2000000
23262,3290501
23263,5024720
23264,6344800
23265,6750000
23266,4400000
23267,6968874
23268,3813607
23269,4646235
23270,7150000
23271,6087300
23272,7722400
23273,8153225
23274,7400000
23275,9600000
23276,6300000
23277,4601300
23278,8100000
23279,2987151
23280,9600000
23281,7299380
23282,6250000
23283,6530200
23284,8500000
23285,2000000
23286,9615992
23287,10900000
23288,5842100
23289,7750000
23290,6973392
23291,2000000
23292,8630820
23293,15400000
23294,12000000
23295,5450000
23296,4879106
23297,14000000
23298,6581700
23299,11850000
23300,7200000
23301,14289304
23302,8050000
23303,6000000
23304,12094615
23305,4400000
23306,4943259
23307,6400000
23308,19700000
23309,5600000
23310,9431830
23311,6600000
23312,6570520
23313,2819170
23314,4950000
23315,9000000
23316,7869400
23317,15853617
23318,6700000
23319,7050000
23320,4492134
23321,7750000
23322,5300000
23323,3205282
23324,2170303
23325,4395300
23326,10047092
23327,6100000
23328,6150000
23329,4562800
23330,1100000
23331,7800000
23332,4819000
23333,7328563
23334,9200000
23335,3720202
23336,4500000
23337,3078500
23338,2000000
23339,5900000
23340,4355000
23341,9150000
23342,7419500
23343,4850000
23344,6150000
23345,11100000
23346,5100000
23347,6570520
23348,9500000
23349,8450000
23350,3954711
23351,3844858
23352,5603963
23353,5850000
23354,7000000
23355,10930465
23356,3500000
23357,5200000
23358,4819000
23359,6300000
23360,1000000
23361,5800000
23362,6000000
23363,13500000
23364,7600000
23365,7500000
23366,5000000
23367,8269800
23368,5019512
23369,9612391
23370,8150000
23371,1000000
23372,8405800
23373,7100000
23374,6398600
23375,6544131
23376,6800000
23377,11500000
23378,2000000
23379,9100000
23380,1000000
23381,12508204
23382,12000000
23383,8250000
23384,5410440
23385,2250000
23386,11880554
23387,7150000
23388,7863840
23389,4533165
23390,5491640
23391,9250000
23392,19503000
23393,8650000
23394,1000000
23395,2987151
23396,6300000
23397,6800000
23398,7811728
23399,15073921
23400,8779830
23401,10221105
23402,21233800
23403,9000000
23404,7650000
23405,1000000
23406,6592000
23407,8500000
23408,7700000
23409,5410440
23410,8467690
23411,7600000
23412,3211391
23413,9500000
23414,7293268
23415,14700000
23416,4507981
23417,6150000
23418,2222110
23419,2000000
23420,8300000
23421,5164372
23422,6150000
23423,6000000
23424,6048644
23425,12000000
23426,7298851
23427,5850000
23428,5400000
23429,13950000
23430,29000000
23431,4378116
23432,7154065
23433,1000000
23434,3813607
23435,7500000
23436,4068750
23437,10150000
23438,18200000
23439,2000000
23440,7800000
23441,2000000
23442,6900000
23443,7800000
23444,6500000
23445,6080459
23446,7236320
23447,3121872
23448,20400000
23449,4880000
23450,4171096
23451,3311288
23452,7267200
23453,10800000
23454,7800000
23455,11800000
23456,2000000
23457,6271200
23458,7224823
23459,7550000
23460,7100000
23461,7700000
23462,5550000
23463,9400000
23464,2143234
23465,10500000
23466,8450000
23467,4106549
23468,5100484
23469,9000000
23470,6087300
23471,8650000
23472,4819000
23473,6650000
23474,3963406
23475,7524000
23476,11900000
23477,7650000
23478,4330681
23479,6116833
23480,8147520
23481,7426936
23482,4826019
23483,5858496
23484,6657000
23485,10170000
23486,6087300
23487,4185010
23488,6923820
23489,4909345
23490,11000000
23491,6056640
23492,7700000
23493,8908416
23494,11600000
23495,11700000
23496,4629980
23497,4616810
23498,6500000
23499,6853680
23500,14420450
23501,4733600
23502,2000000
23503,5425477
23504,8150000
23505,6260984
23506,8532839
23507,9985405
23508,5950000
23509,1100000
23510,25000000
23511,6500000
23512,5500000
23513,15000000
23514,7259324
23515,8037000
23516,3180200
23517,5900000
23518,8970930
23519,4819000
23520,7200000
23521,3200000
23522,12750000
23523,6200000
23524,8300000
23525,4454352
23526,3958291
23527,5900000
23528,3500000
23529,9400000
23530,4155840
23531,5900000
23532,3387458
23533,11300000
23534,7087557
23535,7961760
23536,19500000
23537,3559418
23538,5900000
23539,12299398
23540,10200000
23541,6600000
23542,5850000
23543,9872543
23544,9500000
23545,6744720
23546,2602673
23547,6685888
23548,6045000
23549,6000000
23550,22000000
23551,5492387
23552,5200000
23553,7187469
23554,5452145
23555,5400000
23556,6495540
23557,5400000
23558,18902380
23559,1030000
23560,3858580
23561,3090160
23562,4819000
23563,7335848
23564,7005382
23565,7038678
23566,10550000
23567,5807804
23568,4810745
23569,5600000
23570,5171940
23571,9200000
23572,4819000
23573,11731927
23574,5500000
23575,2333925
23576,7866595
23577,5300000
23578,10100000
23579,8386741
23580,16600000
23581,5600000
23582,6700000
23583,5800000
23584,13700000
23585,4819000
23586,6500000
23587,3645969
23588,5220840
23589,5116320
23590,3132575
23591,5200000
23592,8200000
23593,8200000
23594,2220800
23595,8200000
23596,10000000
23597,4532912
23598,6900000
23599,7000000
23600,7700000
23601,9977550
23602,2000000
23603,5300000
23604,5500000
23605,9550000
23606,18616200
23607,9300000
23608,2000000
23609,7500000
23610,7682644
23611,7250000
23612,10450000
23613,7650000
23614,2000000
23615,17500000
23616,5992920
23617,8650000
23618,9000000
23619,9330000
23620,4702896
23621,5000000
23622,9900000
23623,35725920
23624,3000000
23625,7899600
23626,4536000
23627,12000000
23628,6069600
23629,10159562
23630,22300000
23631,4410000
23632,4452000
23633,3581969
23634,4900000
23635,3000000
23636,2000000
23637,14995821
23638,4247874
23639,4506523
23640,6700000
23641,7300000
23642,5900000
23643,8500000
23644,13100000
23645,3175380
23646,6455550
23647,6725000
23648,8693705
23649,7500000
23650,2000000
23651,7355137
23652,5450000
23653,6132780
23654,3600000
23655,6342704
23656,7923741
23657,4162861
23658,3721650
23659,5800000
23660,6450000
23661,1000000
23662,3424544
23663,12100000
23664,8500000
23665,7150000
23666,9464048
23667,6900000
23668,9100000
23669,10800000
23670,4394688
23671,2000000
23672,3897660
23673,8621997
23674,3387459
23675,6200000
23676,3221905
23677,6550000
23678,8500000
23679,13339904
23680,5664938
23681,6800000
23682,10500000
23683,4155840
23684,4800000
23685,11000000
23686,1300000
23687,5550000
23688,2857977
23689,13000000
23690,13950000
23691,7129834
23692,4466007
23693,7118601
23694,3800000
23695,5000000
23696,5800000
23697,7500000
23698,10500000
23699,995000
23700,4394688
23701,6400000
23702,6887174
23703,3512067
23704,8500000
23705,2000000
23706,5550000
23707,5850000
23708,6500000
23709,6924193
23710,5750000
23711,7426936
23712,4500000
23713,3572565
23714,4000000
23715,6572700
23716,6650000
23717,3906394
23718,4446269
23719,8000000
23720,8700000
23721,8295000
23722,3500000
23723,4003045
23724,9150000
23725,12000000
23726,4819000
23727,12040000
23728,8900000
23729,5913055
23730,7300000
23731,6000000
23732,4191990
23733,6650000
23734,5443240
23735,11150000
23736,7300000
23737,5004272
23738,5979921
23739,6990000
23740,10600000
23741,10200000
23742,7200000
23743,4611610
23744,15300000
23745,41500000
23746,8200000
23747,6400000
23748,14600000
23749,8900000
23750,7010203
23751,4173120
23752,3043800
23753,1100000
23754,17000000
23755,7341400
23756,4003045
23757,6959520
23758,4600000
23759,17000000
23760,6452800
23761,3250321
23762,2143234
23763,7050000
23764,7836930
23765,7700000
23766,2000000
23767,6900000
23768,4600000
23769,4233000
23770,10400000
23771,9000000
23772,6750000
23773,5850000
23774,6700000
23775,7450000
23776,5479679
23777,6358335
23778,6250000
23779,1000000
23780,8403938
23781,5934682
23782,4300000
23783,7300000
23784,10250000
23785,27415576
23786,3142073
23787,5850000
23788,10221105
23789,6716130
23790,8250000
23791,1000000
23792,9215000
23793,7500000
23794,5815000
23795,5000000
23796,11000000
23797,3423615
23798,4520000
23799,8400000
23800,13400000
23801,7500000
23802,7500000
23803,2574464
23804,5129088
23805,5521434
23806,8128143
23807,5750899
23808,7182325
23809,8500000
23810,9700000
23811,5756303
23812,4850149
23813,4863624
23814,3106863
23815,10000000
23816,4889844
23817,1050000
23818,8700000
23819,12229835
23820,4000000
23821,5350000
23822,11500000
23823,4577740
23824,6347240
23825,4446269
23826,8400000
23827,6241720
23828,5512646
23829,17600000
23830,7500000
23831,14700000
23832,15721684
23833,8400000
23834,9550000
23835,6950000
23836,7700000
23837,7732086
23838,2000000
23839,8000000
23840,6250000
23841,6300000
23842,5472221
23843,3319620
23844,4754225
23845,8492570
23846,5767937
23847,11100000
23848,6950000
23849,1000000
23850,6759140
23851,7700000
23852,7800000
23853,2000000
23854,7000000
23855,4890260
23856,7200000
23857,3004036
23858,6250000
23859,5411262
23860,5722160
23861,7850000
23862,13700000
23863,6284010
23864,4775200
23865,6500000
23866,4039420
23867,3423615
23868,8911583
23869,8915014
23870,4520000
23871,5150000
23872,10000000
23873,14761521
23874,4838066
23875,11989000
23876,5610000
23877,6592000
23878,18450000
23879,8200000
23880,6087300
23881,6250000
23882,4907398
23883,5129088
23884,2000000
23885,8078545
23886,5812360
23887,9600000
23888,2000000
23889,16507300
23890,10950000
23891,1000000
23892,15627529
23893,2790189
23894,6700000
23895,12900000
23896,46191272
23897,6900000
23898,6000000
23899,2931354
23900,7400000
23901,4577102
23902,8200000
23903,4375163
23904,13200000
23905,2000000
23906,9155648
23907,19200000
23908,14700000
23909,5700000
23910,12400000
23911,3000000
23912,2858209
23913,1000000
23914,6962216
23915,6396300
23916,5200000
23917,7050000
23918,5565218
23919,7200000
23920,2522836
23921,9300000
23922,11300000
23923,1000000
23924,7297078
23925,6500000
23926,4946265
23927,5950000
23928,8700000
23929,6200000
23930,3325444
23931,11339700
23932,3726255
23933,2000000
23934,6581700
23935,2500000
23936,6300000
23937,7900000
23938,7600000
23939,5500000
23940,16000000
23941,2000000
23942,8500000
23943,7400000
23944,5957135
23945,3004036
23946,4660000
23947,6396300
23948,6500162
23949,6500000
23950,5500000
23951,6171000
23952,6531995
23953,4503470
23954,7400000
23955,3843750
23956,7182665
23957,12250000
23958,1000000
23959,8046096
23960,6087300
23961,4437050
23962,6552000
23963,11950000
23964,2000000
23965,4819000
23966,6542550
23967,8363806
23968,5870000
23969,7200000
23970,7900000
23971,7562000
23972,7047521
23973,5600000
23974,4994049
23975,8200000
23976,4548082
23977,9128455
23978,4638182
23979,3100000
23980,5390000
23981,1000000
23982,3624480
23983,2170303
23984,8500000
23985,4000000
23986,5098080
23987,6600000
23988,15793800
23989,11600000
23990,2602673
23991,7100000
23992,12800000
23993,10500000
23994,22800000
23995,9214526
23996,6250000
23997,8600000
23998,5100000
23999,7150000
24000,3900000
24001,8200000
24002,6500000
24003,9250000
24004,6451910
24005,7930048
24006,11406877
24007,15400000
24008,2400000
24009,4819000
24010,4905364
24011,6087300
24012,6050000
24013,4800000
24014,6600000
24015,10600000
24016,7047460
24017,4887330
24018,5128110
24019,6436220
24020,56500000
24021,7293000
24022,2000000
24023,14950000
24024,6250000
24025,5000000
24026,8700000
24027,3813607
24028,15976224
24029,2000000
24030,5854790
24031,6200000
24032,2263388
24033,8300000
24034,3387458
24035,5843935
24036,4950000
24037,17622960
24038,3725498
24039,6750000
24040,12500000
24041,6715500
24042,28500000
24043,23500000
24044,12000000
24045,11406877
24046,3000000
24047,13200000
24048,5827040
24049,15642084
